stage,method,cv,n_subjects,fold,n_features,n_test_subjects,n_test_epochs,train_acc,test_acc,train_auc,test_auc
1,PSD all channels,LOSO,106,25,128,1,45,0.6012282930961457,0.4444444444444444,0.6474787475844737,0.4841897233201581
1,PSD all channels,LOSO,106,26,128,1,45,0.5959339263024143,0.6666666666666666,0.6457796944018401,0.7003968253968254
1,PSD all channels,LOSO,106,27,128,1,45,0.6008047437526471,0.5333333333333333,0.6477207977207977,0.4782608695652174
1,PSD all channels,LOSO,106,28,128,1,45,0.6003811944091486,0.4888888888888889,0.6476845304231179,0.46047430830039526
1,PSD all channels,LOSO,106,29,128,1,45,0.5991105463786531,0.6888888888888889,0.6440285761444452,0.8774703557312253
1,PSD all channels,LOSO,106,30,128,1,45,0.5961457009741635,0.5333333333333333,0.6468954260385105,0.5853174603174602
1,PSD all channels,LOSO,106,31,128,1,45,0.5963574756459128,0.7777777777777778,0.644298353181121,0.8873517786561266
1,PSD all channels,LOSO,106,32,128,1,45,0.5963574756459128,0.6,0.6450438050074347,0.7619047619047619
1,PSD all channels,LOSO,106,33,128,1,45,0.5984752223634053,0.6222222222222222,0.6468149655177363,0.7391304347826088
1,PSD all channels,LOSO,106,34,128,1,45,0.5965692503176621,0.5777777777777777,0.6461353419718568,0.6646825396825397
1,PSD all channels,LOSO,106,35,128,1,45,0.5965692503176621,0.6666666666666666,0.6454919654091068,0.683794466403162
1,PSD all channels,LOSO,106,36,128,1,45,0.595722151630665,0.6888888888888889,0.6458316289550546,0.66600790513834
1,PSD all channels,LOSO,106,37,128,1,45,0.5969927996611605,0.5333333333333333,0.646467810573604,0.5711462450592886
1,PSD all channels,LOSO,106,38,128,1,45,0.6005929690808979,0.4888888888888889,0.6474297975557421,0.5
1,PSD all channels,LOSO,106,39,128,1,45,0.597416349004659,0.5111111111111111,0.647304211787839,0.4861660079051384
1,PSD all channels,LOSO,106,40,128,1,45,0.6018636171113935,0.5333333333333333,0.64766230960897,0.5535714285714286
1,PSD all channels,LOSO,106,41,128,1,45,0.5982634476916561,0.6444444444444445,0.6461826423445901,0.6547619047619048
1,PSD all channels,LOSO,106,42,128,1,45,0.5972045743329097,0.5555555555555556,0.6463577962541783,0.800395256916996
1,PSD all channels,LOSO,106,43,128,1,45,0.5948750529436679,0.5333333333333333,0.646151513846728,0.6936758893280632
1,PSD all channels,LOSO,106,44,128,1,45,0.5972045743329097,0.6,0.6456973894285032,0.7094861660079052
1,PSD all channels,LOSO,106,45,128,1,45,0.5993223210504024,0.5333333333333333,0.6470063941096686,0.5948616600790514
